,Zone de référence,Secteur institutionnel,TIME_PERIOD,OBS_VALUE,Multiplicateur d'unité,CURRENCY
12617,Bulgaria,Ménages,2014-03-01,0.004324392962456125,Millions,BGN
12618,Bulgaria,Ménages,2014-06-01,-0.0022687841985854496,Millions,BGN
12619,Bulgaria,Ménages,2014-09-01,0.02218326715665575,Millions,BGN
12620,Bulgaria,Ménages,2014-12-01,-0.011116085264644027,Millions,BGN
12621,Bulgaria,Ménages,2015-03-01,0.0076820749263482035,Millions,BGN
12622,Bulgaria,Ménages,2015-06-01,0.0016518758121146782,Millions,BGN
12623,Bulgaria,Ménages,2015-09-01,0.018451177521856543,Millions,BGN
12624,Bulgaria,Ménages,2015-12-01,0.0006910709567267137,Millions,BGN
12625,Bulgaria,Ménages,2016-03-01,0.014543091016188336,Millions,BGN
12626,Bulgaria,Ménages,2016-06-01,-0.015195499409397684,Millions,BGN
12627,Bulgaria,Ménages,2016-09-01,0.01529443653859186,Millions,BGN
12628,Bulgaria,Ménages,2016-12-01,0.023260160051259193,Millions,BGN
12629,Bulgaria,Ménages,2017-03-01,0.00034570027134206427,Millions,BGN
12630,Bulgaria,Ménages,2017-06-01,-0.002575555048413891,Millions,BGN
12631,Bulgaria,Ménages,2017-09-01,-0.0029156043668693288,Millions,BGN
12632,Bulgaria,Ménages,2017-12-01,0.020580367679840617,Millions,BGN
12633,Bulgaria,Ménages,2018-03-01,-0.0027109846270467752,Millions,BGN
12634,Bulgaria,Ménages,2018-06-01,0.02579859702011711,Millions,BGN
12635,Bulgaria,Ménages,2018-09-01,0.011529331976941393,Millions,BGN
12636,Bulgaria,Ménages,2018-12-01,-0.007027476688891365,Millions,BGN
12637,Bulgaria,Ménages,2019-03-01,0.03081587996248847,Millions,BGN
12638,Bulgaria,Ménages,2019-06-01,0.018340722590505676,Millions,BGN
12639,Bulgaria,Ménages,2019-09-01,-0.007456686301019033,Millions,BGN
12640,Bulgaria,Ménages,2019-12-01,0.00896484269521336,Millions,BGN
12641,Bulgaria,Ménages,2020-03-01,-0.02562669124862471,Millions,BGN
12642,Bulgaria,Ménages,2020-06-01,-0.06522376034571153,Millions,BGN
12643,Bulgaria,Ménages,2020-09-01,0.022180868429644285,Millions,BGN
12644,Bulgaria,Ménages,2020-12-01,0.038652928513481566,Millions,BGN
12645,Bulgaria,Ménages,2021-03-01,0.05407200580572957,Millions,BGN
12646,Bulgaria,Ménages,2021-06-01,-0.004335142073633169,Millions,BGN
12647,Bulgaria,Ménages,2021-09-01,0.03136884914472571,Millions,BGN
12648,Bulgaria,Ménages,2021-12-01,-0.000948863636363706,Millions,BGN
12649,Bulgaria,Ménages,2022-03-01,0.016777282990109832,Millions,BGN
12650,Bulgaria,Ménages,2022-06-01,-0.017104534547468075,Millions,BGN
12651,Bulgaria,Ménages,2022-09-01,0.04396073410157908,Millions,BGN
12652,Bulgaria,Ménages,2022-12-01,0.022774597983101552,Millions,BGN
12653,Bulgaria,Ménages,2023-03-01,-0.00721640693286707,Millions,BGN
12654,Bulgaria,Ménages,2023-06-01,0.03152882313151584,Millions,BGN
12655,Bulgaria,Ménages,2023-09-01,-0.0066251359636111395,Millions,BGN
12656,Bulgaria,Ménages,2023-12-01,0.010740069365130944,Millions,BGN
17412,Greece,Ménages,1995-03-01,,Millions,EUR
17413,Greece,Ménages,1995-06-01,0.006654762036800932,Millions,EUR
17414,Greece,Ménages,1995-09-01,0.0019244682921812917,Millions,EUR
17415,Greece,Ménages,1995-12-01,0.005689003581286434,Millions,EUR
17416,Greece,Ménages,1996-03-01,0.006925232997641695,Millions,EUR
17417,Greece,Ménages,1996-06-01,0.0027582811781696748,Millions,EUR
17418,Greece,Ménages,1996-09-01,0.01459095158850765,Millions,EUR
17419,Greece,Ménages,1996-12-01,0.013242582623824495,Millions,EUR
17420,Greece,Ménages,1997-03-01,0.014154537633653375,Millions,EUR
17421,Greece,Ménages,1997-06-01,0.019853470721843625,Millions,EUR
17422,Greece,Ménages,1997-09-01,0.014272619249702911,Millions,EUR
17423,Greece,Ménages,1997-12-01,0.01436298760853405,Millions,EUR
17424,Greece,Ménages,1998-03-01,0.0069758616707089605,Millions,EUR
17425,Greece,Ménages,1998-06-01,0.015339544303133668,Millions,EUR
17426,Greece,Ménages,1998-09-01,0.014662406403304962,Millions,EUR
17427,Greece,Ménages,1998-12-01,-0.0027037085338583733,Millions,EUR
17428,Greece,Ménages,1999-03-01,0.01345950824953035,Millions,EUR
17429,Greece,Ménages,1999-06-01,-0.002136879903572808,Millions,EUR
17430,Greece,Ménages,1999-09-01,-0.004673987775724253,Millions,EUR
17431,Greece,Ménages,1999-12-01,0.023210347537326648,Millions,EUR
17432,Greece,Ménages,2000-03-01,0.0014678694525218638,Millions,EUR
17433,Greece,Ménages,2000-06-01,0.010133244277051645,Millions,EUR
17434,Greece,Ménages,2000-09-01,0.009694858388333172,Millions,EUR
17435,Greece,Ménages,2000-12-01,-0.0026619370291207645,Millions,EUR
17436,Greece,Ménages,2001-03-01,0.010679207312809913,Millions,EUR
17437,Greece,Ménages,2001-06-01,0.00598851024152558,Millions,EUR
17438,Greece,Ménages,2001-09-01,0.015634109806524465,Millions,EUR
17439,Greece,Ménages,2001-12-01,0.01664458771232602,Millions,EUR
17440,Greece,Ménages,2002-03-01,0.015960896960711457,Millions,EUR
17441,Greece,Ménages,2002-06-01,0.018400711402968728,Millions,EUR
17442,Greece,Ménages,2002-09-01,0.016321869962385938,Millions,EUR
17443,Greece,Ménages,2002-12-01,0.006917366113717849,Millions,EUR
17444,Greece,Ménages,2003-03-01,0.006109567462314391,Millions,EUR
17445,Greece,Ménages,2003-06-01,0.013629073907961642,Millions,EUR
17446,Greece,Ménages,2003-09-01,0.0062428936133696045,Millions,EUR
17447,Greece,Ménages,2003-12-01,0.009298247484223143,Millions,EUR
17448,Greece,Ménages,2004-03-01,0.015747740421048873,Millions,EUR
17449,Greece,Ménages,2004-06-01,-6.758776661419663e-05,Millions,EUR
17450,Greece,Ménages,2004-09-01,0.005669957026873007,Millions,EUR
17451,Greece,Ménages,2004-12-01,0.017379278254575636,Millions,EUR
17452,Greece,Ménages,2005-03-01,0.0031151302332790287,Millions,EUR
17453,Greece,Ménages,2005-06-01,0.008645124357568035,Millions,EUR
17454,Greece,Ménages,2005-09-01,0.01332740669308552,Millions,EUR
17455,Greece,Ménages,2005-12-01,0.0003073041741323834,Millions,EUR
17456,Greece,Ménages,2006-03-01,0.003153855110954673,Millions,EUR
17457,Greece,Ménages,2006-06-01,0.017855996206527003,Millions,EUR
17458,Greece,Ménages,2006-09-01,0.0011913543102277657,Millions,EUR
17459,Greece,Ménages,2006-12-01,0.005675828290441665,Millions,EUR
17460,Greece,Ménages,2007-03-01,0.016454241160182903,Millions,EUR
17461,Greece,Ménages,2007-06-01,0.00045519527165915896,Millions,EUR
17462,Greece,Ménages,2007-09-01,0.013050103201742047,Millions,EUR
17463,Greece,Ménages,2007-12-01,0.01748788292755954,Millions,EUR
17464,Greece,Ménages,2008-03-01,0.008883330421268543,Millions,EUR
17465,Greece,Ménages,2008-06-01,0.008267325378957135,Millions,EUR
17466,Greece,Ménages,2008-09-01,-0.006156433065740985,Millions,EUR
17467,Greece,Ménages,2008-12-01,-0.0042752535589212215,Millions,EUR
17468,Greece,Ménages,2009-03-01,-0.05755492623212899,Millions,EUR
17469,Greece,Ménages,2009-06-01,0.045674515762408996,Millions,EUR
17470,Greece,Ménages,2009-09-01,0.007249013341614541,Millions,EUR
17471,Greece,Ménages,2009-12-01,0.0008650936993108704,Millions,EUR
17472,Greece,Ménages,2010-03-01,-0.060786968605391456,Millions,EUR
17473,Greece,Ménages,2010-06-01,-0.052204284231755826,Millions,EUR
17474,Greece,Ménages,2010-09-01,-0.03051345551455298,Millions,EUR
17475,Greece,Ménages,2010-12-01,-0.02016658542497407,Millions,EUR
17476,Greece,Ménages,2011-03-01,-0.024765394778334726,Millions,EUR
17477,Greece,Ménages,2011-06-01,0.002243952478382827,Millions,EUR
17478,Greece,Ménages,2011-09-01,-0.026997861197562423,Millions,EUR
17479,Greece,Ménages,2011-12-01,-0.018256917447976084,Millions,EUR
17480,Greece,Ménages,2012-03-01,-0.014965657600894411,Millions,EUR
17481,Greece,Ménages,2012-06-01,-0.02516308861911909,Millions,EUR
17482,Greece,Ménages,2012-09-01,-0.004575500303214075,Millions,EUR
17483,Greece,Ménages,2012-12-01,-0.025675391649481627,Millions,EUR
17484,Greece,Ménages,2013-03-01,4.376887532742124e-05,Millions,EUR
17485,Greece,Ménages,2013-06-01,0.005492753441958875,Millions,EUR
17486,Greece,Ménages,2013-09-01,-0.0008829939713896895,Millions,EUR
17487,Greece,Ménages,2013-12-01,0.01729894911762586,Millions,EUR
17488,Greece,Ménages,2014-03-01,-0.0057814430971404596,Millions,EUR
17489,Greece,Ménages,2014-06-01,-0.0036428751638369894,Millions,EUR
17490,Greece,Ménages,2014-09-01,0.011870279217129687,Millions,EUR
17491,Greece,Ménages,2014-12-01,-0.0033661094122888757,Millions,EUR
17492,Greece,Ménages,2015-03-01,0.005248411544055864,Millions,EUR
17493,Greece,Ménages,2015-06-01,0.0010935486720542453,Millions,EUR
17494,Greece,Ménages,2015-09-01,-0.02233696842822719,Millions,EUR
17495,Greece,Ménages,2015-12-01,0.0013040487757813857,Millions,EUR
17496,Greece,Ménages,2016-03-01,-0.0130918856418194,Millions,EUR
17497,Greece,Ménages,2016-06-01,0.0023211574922679112,Millions,EUR
17498,Greece,Ménages,2016-09-01,0.006469736151653915,Millions,EUR
17499,Greece,Ménages,2016-12-01,0.009028753395148525,Millions,EUR
17500,Greece,Ménages,2017-03-01,0.009526549959468111,Millions,EUR
17501,Greece,Ménages,2017-06-01,0.007849062617804936,Millions,EUR
17502,Greece,Ménages,2017-09-01,0.013477597143917164,Millions,EUR
17503,Greece,Ménages,2017-12-01,0.0019173412867490303,Millions,EUR
17504,Greece,Ménages,2018-03-01,0.01348255383887409,Millions,EUR
17505,Greece,Ménages,2018-06-01,-0.0050972917867115886,Millions,EUR
17506,Greece,Ménages,2018-09-01,-0.0018325462591700648,Millions,EUR
17507,Greece,Ménages,2018-12-01,0.006468832664331625,Millions,EUR
17508,Greece,Ménages,2019-03-01,0.007917291210269406,Millions,EUR
17509,Greece,Ménages,2019-06-01,0.010788296546161202,Millions,EUR
17510,Greece,Ménages,2019-09-01,0.004492125721482276,Millions,EUR
17511,Greece,Ménages,2019-12-01,-0.013338109668901588,Millions,EUR
17512,Greece,Ménages,2020-03-01,-0.017257432642138193,Millions,EUR
17513,Greece,Ménages,2020-06-01,-0.2067214873078299,Millions,EUR
17514,Greece,Ménages,2020-09-01,0.05679496424493724,Millions,EUR
17515,Greece,Ménages,2020-12-01,0.05106298289134181,Millions,EUR
17516,Greece,Ménages,2021-03-01,0.033288700438890206,Millions,EUR
17517,Greece,Ménages,2021-06-01,0.034716336541325,Millions,EUR
17518,Greece,Ménages,2021-09-01,0.05740354206198606,Millions,EUR
17519,Greece,Ménages,2021-12-01,0.025915878821956673,Millions,EUR
17520,Greece,Ménages,2022-03-01,0.0352403386430955,Millions,EUR
17521,Greece,Ménages,2022-06-01,0.027575020275750095,Millions,EUR
17522,Greece,Ménages,2022-09-01,-0.011260742786985967,Millions,EUR
17523,Greece,Ménages,2022-12-01,0.01019438061792699,Millions,EUR
17524,Greece,Ménages,2023-03-01,0.004686321045916708,Millions,EUR
17525,Greece,Ménages,2023-06-01,0.013220526909411667,Millions,EUR
17526,Greece,Ménages,2023-09-01,-0.002741136453071946,Millions,EUR
17527,Greece,Ménages,2023-12-01,0.006891947772549534,Millions,EUR
19825,New Zealand,Ménages,1987-06-01,,Millions,NZD
19826,New Zealand,Ménages,1987-09-01,0.008197276607275983,Millions,NZD
19827,New Zealand,Ménages,1987-12-01,0.013103077543340946,Millions,NZD
19828,New Zealand,Ménages,1988-03-01,-0.0058367049147708405,Millions,NZD
19829,New Zealand,Ménages,1988-06-01,0.001267596237240598,Millions,NZD
19830,New Zealand,Ménages,1988-09-01,0.028784648187633266,Millions,NZD
19831,New Zealand,Ménages,1988-12-01,0.0018782383419688742,Millions,NZD
19832,New Zealand,Ménages,1989-03-01,0.008339259163488322,Millions,NZD
19833,New Zealand,Ménages,1989-06-01,0.027695858443390176,Millions,NZD
19834,New Zealand,Ménages,1989-09-01,-0.044541484716157154,Millions,NZD
19835,New Zealand,Ménages,1989-12-01,-0.003395142334813306,Millions,NZD
19836,New Zealand,Ménages,1990-03-01,0.014871593291404528,Millions,NZD
19837,New Zealand,Ménages,1990-06-01,0.002259376412110159,Millions,NZD
19838,New Zealand,Ménages,1990-09-01,0.003349220662115071,Millions,NZD
19839,New Zealand,Ménages,1990-12-01,0.016112466298626282,Millions,NZD
19840,New Zealand,Ménages,1991-03-01,-0.02811295723039986,Millions,NZD
19841,New Zealand,Ménages,1991-06-01,-0.015405616224648977,Millions,NZD
19842,New Zealand,Ménages,1991-09-01,0.004357298474945592,Millions,NZD
19843,New Zealand,Ménages,1991-12-01,-0.0035495957404850786,Millions,NZD
19844,New Zealand,Ménages,1992-03-01,0.006662708621940849,Millions,NZD
19845,New Zealand,Ménages,1992-06-01,-0.004128440366972463,Millions,NZD
19846,New Zealand,Ménages,1992-09-01,-0.004145555043758686,Millions,NZD
19847,New Zealand,Ménages,1992-12-01,0.01625479053786183,Millions,NZD
19848,New Zealand,Ménages,1993-03-01,-0.0039011703511053764,Millions,NZD
19849,New Zealand,Ménages,1993-06-01,0.013903394255874613,Millions,NZD
19850,New Zealand,Ménages,1993-09-01,0.011201957123543327,Millions,NZD
19851,New Zealand,Ménages,1993-12-01,0.010313872795568946,Millions,NZD
19852,New Zealand,Ménages,1994-03-01,0.02041716554288242,Millions,NZD
19853,New Zealand,Ménages,1994-06-01,0.019823380473043883,Millions,NZD
19854,New Zealand,Ménages,1994-09-01,0.013019256388518752,Millions,NZD
19855,New Zealand,Ménages,1994-12-01,0.01482455615996181,Millions,NZD
19856,New Zealand,Ménages,1995-03-01,0.013371031395417399,Millions,NZD
19857,New Zealand,Ménages,1995-06-01,-0.0008137642408742041,Millions,NZD
19858,New Zealand,Ménages,1995-09-01,0.013961605584642323,Millions,NZD
19859,New Zealand,Ménages,1995-12-01,0.010499139414801961,Millions,NZD
19860,New Zealand,Ménages,1996-03-01,0.023902799068869607,Millions,NZD
19861,New Zealand,Ménages,1996-06-01,0.00914938449595204,Millions,NZD
19862,New Zealand,Ménages,1996-09-01,0.014011758887851,Millions,NZD
19863,New Zealand,Ménages,1996-12-01,0.00010837758751480742,Millions,NZD
19864,New Zealand,Ménages,1997-03-01,0.005743389683571687,Millions,NZD
19865,New Zealand,Ménages,1997-06-01,0.012337032647343982,Millions,NZD
19866,New Zealand,Ménages,1997-09-01,-0.002554414347293865,Millions,NZD
19867,New Zealand,Ménages,1997-12-01,0.006349036973803512,Millions,NZD
19868,New Zealand,Ménages,1998-03-01,0.01680627717103178,Millions,NZD
19869,New Zealand,Ménages,1998-06-01,-0.0015642108556233048,Millions,NZD
19870,New Zealand,Ménages,1998-09-01,-0.00015666614444620475,Millions,NZD
19871,New Zealand,Ménages,1998-12-01,0.02068317141961762,Millions,NZD
19872,New Zealand,Ménages,1999-03-01,0.004810152492068287,Millions,NZD
19873,New Zealand,Ménages,1999-06-01,0.013190059075168126,Millions,NZD
19874,New Zealand,Ménages,1999-09-01,0.007841166122141141,Millions,NZD
19875,New Zealand,Ménages,1999-12-01,-0.0006483467158745482,Millions,NZD
19876,New Zealand,Ménages,2000-03-01,-0.004890707655454629,Millions,NZD
19877,New Zealand,Ménages,2000-06-01,0.01675025075225678,Millions,NZD
19878,New Zealand,Ménages,2000-09-01,0.00364999506757413,Millions,NZD
19879,New Zealand,Ménages,2000-12-01,-0.006143109887949638,Millions,NZD
19880,New Zealand,Ménages,2001-03-01,0.00044503782821547766,Millions,NZD
19881,New Zealand,Ménages,2001-06-01,0.01858442071965194,Millions,NZD
19882,New Zealand,Ménages,2001-09-01,0.01179153726708071,Millions,NZD
19883,New Zealand,Ménages,2001-12-01,0.005659200997554015,Millions,NZD
19884,New Zealand,Ménages,2002-03-01,-0.0060088702370165725,Millions,NZD
19885,New Zealand,Ménages,2002-06-01,0.025092357146284217,Millions,NZD
19886,New Zealand,Ménages,2002-09-01,0.01675559299822149,Millions,NZD
19887,New Zealand,Ménages,2002-12-01,0.014131835757687394,Millions,NZD
19888,New Zealand,Ménages,2003-03-01,0.01620443919931014,Millions,NZD
19889,New Zealand,Ménages,2003-06-01,0.01134536358763616,Millions,NZD
19890,New Zealand,Ménages,2003-09-01,0.012189735889055697,Millions,NZD
19891,New Zealand,Ménages,2003-12-01,0.023213194868662246,Millions,NZD
19892,New Zealand,Ménages,2004-03-01,0.022771855010661035,Millions,NZD
19893,New Zealand,Ménages,2004-06-01,-0.005795530353569056,Millions,NZD
19894,New Zealand,Ménages,2004-09-01,0.028727196477248862,Millions,NZD
19895,New Zealand,Ménages,2004-12-01,0.008560945780676787,Millions,NZD
19896,New Zealand,Ménages,2005-03-01,0.004365400161681521,Millions,NZD
19897,New Zealand,Ménages,2005-06-01,0.022577269800386324,Millions,NZD
19898,New Zealand,Ménages,2005-09-01,0.002164587350938607,Millions,NZD
19899,New Zealand,Ménages,2005-12-01,0.013273641218975785,Millions,NZD
19900,New Zealand,Ménages,2006-03-01,0.007712580420122572,Millions,NZD
19901,New Zealand,Ménages,2006-06-01,-0.0008076612437982744,Millions,NZD
19902,New Zealand,Ménages,2006-09-01,0.008506543494996244,Millions,NZD
19903,New Zealand,Ménages,2006-12-01,0.016068089004236397,Millions,NZD
19904,New Zealand,Ménages,2007-03-01,0.012095259559762539,Millions,NZD
19905,New Zealand,Ménages,2007-06-01,0.00779394299287417,Millions,NZD
19906,New Zealand,Ménages,2007-09-01,0.005855490903734273,Millions,NZD
19907,New Zealand,Ménages,2007-12-01,0.003990773624281463,Millions,NZD
19908,New Zealand,Ménages,2008-03-01,0.013638684268105994,Millions,NZD
19909,New Zealand,Ménages,2008-06-01,-0.01856382213268093,Millions,NZD
19910,New Zealand,Ménages,2008-09-01,0.0012096774193548487,Millions,NZD
19911,New Zealand,Ménages,2008-12-01,-0.0004759638267491928,Millions,NZD
19912,New Zealand,Ménages,2009-03-01,-0.023296703296703303,Millions,NZD
19913,New Zealand,Ménages,2009-06-01,0.01961446144614465,Millions,NZD
19914,New Zealand,Ménages,2009-09-01,0.00566447199028941,Millions,NZD
19915,New Zealand,Ménages,2009-12-01,0.01170403423430022,Millions,NZD
19916,New Zealand,Ménages,2010-03-01,0.011857850403094616,Millions,NZD
19917,New Zealand,Ménages,2010-06-01,0.006038086391082276,Millions,NZD
19918,New Zealand,Ménages,2010-09-01,0.0007102777185878928,Millions,NZD
19919,New Zealand,Ménages,2010-12-01,-0.0008162396195613431,Millions,NZD
19920,New Zealand,Ménages,2011-03-01,0.008453205469721281,Millions,NZD
19921,New Zealand,Ménages,2011-06-01,0.009403726270559742,Millions,NZD
19922,New Zealand,Ménages,2011-09-01,0.013921842288904474,Millions,NZD
19923,New Zealand,Ménages,2011-12-01,0.0043360060566433045,Millions,NZD
19924,New Zealand,Ménages,2012-03-01,0.012369367825938005,Millions,NZD
19925,New Zealand,Ménages,2012-06-01,0.00023691870303932383,Millions,NZD
19926,New Zealand,Ménages,2012-09-01,0.000541400196257591,Millions,NZD
19927,New Zealand,Ménages,2012-12-01,0.013798234637627305,Millions,NZD
19928,New Zealand,Ménages,2013-03-01,0.011408746705807715,Millions,NZD
19929,New Zealand,Ménages,2013-06-01,0.01160988159240084,Millions,NZD
19930,New Zealand,Ménages,2013-09-01,0.00443415604316777,Millions,NZD
19931,New Zealand,Ménages,2013-12-01,0.00967312623754335,Millions,NZD
19932,New Zealand,Ménages,2014-03-01,0.008808873171515907,Millions,NZD
19933,New Zealand,Ménages,2014-06-01,0.004684661716434668,Millions,NZD
19934,New Zealand,Ménages,2014-09-01,0.013290617268286509,Millions,NZD
19935,New Zealand,Ménages,2014-12-01,0.0031303803412114917,Millions,NZD
19936,New Zealand,Ménages,2015-03-01,0.013137775003900787,Millions,NZD
19937,New Zealand,Ménages,2015-06-01,0.010472494301731139,Millions,NZD
19938,New Zealand,Ménages,2015-09-01,0.011186977991830771,Millions,NZD
19939,New Zealand,Ménages,2015-12-01,0.013746118831579945,Millions,NZD
19940,New Zealand,Ménages,2016-03-01,0.007255642451455602,Millions,NZD
19941,New Zealand,Ménages,2016-06-01,0.026865054763380858,Millions,NZD
19942,New Zealand,Ménages,2016-09-01,0.016617313055228067,Millions,NZD
19943,New Zealand,Ménages,2016-12-01,0.010265546788835067,Millions,NZD
19944,New Zealand,Ménages,2017-03-01,0.01701937073116122,Millions,NZD
19945,New Zealand,Ménages,2017-06-01,0.007954420345700708,Millions,NZD
19946,New Zealand,Ménages,2017-09-01,0.011987657355069459,Millions,NZD
19947,New Zealand,Ménages,2017-12-01,0.013599568267673945,Millions,NZD
19948,New Zealand,Ménages,2018-03-01,0.008492173357469879,Millions,NZD
19949,New Zealand,Ménages,2018-06-01,0.014280811973708563,Millions,NZD
19950,New Zealand,Ménages,2018-09-01,0.011581303352071526,Millions,NZD
19951,New Zealand,Ménages,2018-12-01,0.01314672361007485,Millions,NZD
19952,New Zealand,Ménages,2019-03-01,0.0013458608430676477,Millions,NZD
19953,New Zealand,Ménages,2019-06-01,0.00603555397763289,Millions,NZD
19954,New Zealand,Ménages,2019-09-01,0.011166847319200368,Millions,NZD
19955,New Zealand,Ménages,2019-12-01,0.0034900533479582663,Millions,NZD
19956,New Zealand,Ménages,2020-03-01,-0.012793759626372525,Millions,NZD
19957,New Zealand,Ménages,2020-06-01,-0.1107224640781097,Millions,NZD
19958,New Zealand,Ménages,2020-09-01,0.14522199269928415,Millions,NZD
19959,New Zealand,Ménages,2020-12-01,0.01667860937461385,Millions,NZD
19960,New Zealand,Ménages,2021-03-01,0.04821853886161476,Millions,NZD
19961,New Zealand,Ménages,2021-06-01,-0.002944586134940863,Millions,NZD
19962,New Zealand,Ménages,2021-09-01,-0.0633909262144502,Millions,NZD
19963,New Zealand,Ménages,2021-12-01,0.050624425850982036,Millions,NZD
19964,New Zealand,Ménages,2022-03-01,0.041473674260327,Millions,NZD
19965,New Zealand,Ménages,2022-06-01,-0.025844659753579413,Millions,NZD
19966,New Zealand,Ménages,2022-09-01,0.014418149631976185,Millions,NZD
19967,New Zealand,Ménages,2022-12-01,-0.001768042065624198,Millions,NZD
19968,New Zealand,Ménages,2023-03-01,0.010765054975387489,Millions,NZD
19969,New Zealand,Ménages,2023-06-01,-6.827181284418948e-05,Millions,NZD
19970,New Zealand,Ménages,2023-09-01,-0.00644074739980427,Millions,NZD
22341,Slovak Republic,Ménages,1995-03-01,,Millions,EUR
22342,Slovak Republic,Ménages,1995-06-01,0.019372002398081456,Millions,EUR
22343,Slovak Republic,Ménages,1995-09-01,0.017735710347362543,Millions,EUR
22344,Slovak Republic,Ménages,1995-12-01,0.022880361173814867,Millions,EUR
22345,Slovak Republic,Ménages,1996-03-01,0.017195720490095878,Millions,EUR
22346,Slovak Republic,Ménages,1996-06-01,0.01817203554568181,Millions,EUR
22347,Slovak Republic,Ménages,1996-09-01,0.026302780287404293,Millions,EUR
22348,Slovak Republic,Ménages,1996-12-01,0.014882237650732488,Millions,EUR
22349,Slovak Republic,Ménages,1997-03-01,0.017724460737782666,Millions,EUR
22350,Slovak Republic,Ménages,1997-06-01,0.014633754120768616,Millions,EUR
22351,Slovak Republic,Ménages,1997-09-01,0.0030905777002931956,Millions,EUR
22352,Slovak Republic,Ménages,1997-12-01,0.014204455680202122,Millions,EUR
22353,Slovak Republic,Ménages,1998-03-01,0.014628674695041255,Millions,EUR
22354,Slovak Republic,Ménages,1998-06-01,0.01133153175285595,Millions,EUR
22355,Slovak Republic,Ménages,1998-09-01,0.013481917833176427,Millions,EUR
22356,Slovak Republic,Ménages,1998-12-01,0.003790035054079155,Millions,EUR
22357,Slovak Republic,Ménages,1999-03-01,0.004163744086438825,Millions,EUR
22358,Slovak Republic,Ménages,1999-06-01,0.012350266028594348,Millions,EUR
22359,Slovak Republic,Ménages,1999-09-01,-0.04790287299793006,Millions,EUR
22360,Slovak Republic,Ménages,1999-12-01,0.00851142566379881,Millions,EUR
22361,Slovak Republic,Ménages,2000-03-01,0.02062501911139636,Millions,EUR
22362,Slovak Republic,Ménages,2000-06-01,0.022919631488278025,Millions,EUR
22363,Slovak Republic,Ménages,2000-09-01,0.007776231968953606,Millions,EUR
22364,Slovak Republic,Ménages,2000-12-01,0.021463031853057313,Millions,EUR
22365,Slovak Republic,Ménages,2001-03-01,0.025649780205710515,Millions,EUR
22366,Slovak Republic,Ménages,2001-06-01,0.004285952063914689,Millions,EUR
22367,Slovak Republic,Ménages,2001-09-01,0.025509288032594446,Millions,EUR
22368,Slovak Republic,Ménages,2001-12-01,0.020053331896783932,Millions,EUR
22369,Slovak Republic,Ménages,2002-03-01,0.0003960866637620075,Millions,EUR
22370,Slovak Republic,Ménages,2002-06-01,0.014688997109712165,Millions,EUR
22371,Slovak Republic,Ménages,2002-09-01,0.005983039384007016,Millions,EUR
22372,Slovak Republic,Ménages,2002-12-01,0.001654944145635051,Millions,EUR
22373,Slovak Republic,Ménages,2003-03-01,-0.01255937629078896,Millions,EUR
22374,Slovak Republic,Ménages,2003-06-01,0.004313781879501599,Millions,EUR
22375,Slovak Republic,Ménages,2003-09-01,0.0035923934972472704,Millions,EUR
22376,Slovak Republic,Ménages,2003-12-01,0.0072887620776862505,Millions,EUR
22377,Slovak Republic,Ménages,2004-03-01,0.032896854519937735,Millions,EUR
22378,Slovak Republic,Ménages,2004-06-01,0.010146842512029242,Millions,EUR
22379,Slovak Republic,Ménages,2004-09-01,0.01130361814502212,Millions,EUR
22380,Slovak Republic,Ménages,2004-12-01,0.016216809839906254,Millions,EUR
22381,Slovak Republic,Ménages,2005-03-01,0.0033380963244917794,Millions,EUR
22382,Slovak Republic,Ménages,2005-06-01,0.010651156667743855,Millions,EUR
22383,Slovak Republic,Ménages,2005-09-01,0.019609468436571298,Millions,EUR
22384,Slovak Republic,Ménages,2005-12-01,0.013332559084838103,Millions,EUR
22385,Slovak Republic,Ménages,2006-03-01,0.018601079619039007,Millions,EUR
22386,Slovak Republic,Ménages,2006-06-01,0.023302128808677214,Millions,EUR
22387,Slovak Republic,Ménages,2006-09-01,0.01318350247946598,Millions,EUR
22388,Slovak Republic,Ménages,2006-12-01,0.017298634775247956,Millions,EUR
22389,Slovak Republic,Ménages,2007-03-01,0.0228717729891188,Millions,EUR
22390,Slovak Republic,Ménages,2007-06-01,0.015466605481623708,Millions,EUR
22391,Slovak Republic,Ménages,2007-09-01,0.02035597276284551,Millions,EUR
22392,Slovak Republic,Ménages,2007-12-01,0.021600620036437146,Millions,EUR
22393,Slovak Republic,Ménages,2008-03-01,0.014315976156460852,Millions,EUR
22394,Slovak Republic,Ménages,2008-06-01,0.01449275362318847,Millions,EUR
22395,Slovak Republic,Ménages,2008-09-01,0.011604749138261372,Millions,EUR
22396,Slovak Republic,Ménages,2008-12-01,0.012011130882519927,Millions,EUR
22397,Slovak Republic,Ménages,2009-03-01,-0.032182639518897216,Millions,EUR
22398,Slovak Republic,Ménages,2009-06-01,0.005827212988017028,Millions,EUR
22399,Slovak Republic,Ménages,2009-09-01,0.007157749104080402,Millions,EUR
22400,Slovak Republic,Ménages,2009-12-01,-0.0024420956233066615,Millions,EUR
22401,Slovak Republic,Ménages,2010-03-01,0.005336036415101386,Millions,EUR
22402,Slovak Republic,Ménages,2010-06-01,0.002463616474840613,Millions,EUR
22403,Slovak Republic,Ménages,2010-09-01,-0.001518185009820705,Millions,EUR
